日期	股票代码	名称	收盘价	最高价	最低价	开盘价	前收盘	涨跌额	涨跌幅	成交量
2006/10/27	'601398	N工行	3.28	3.44	3.26	3.4	3.12	0.16	5.1282	2582539562
2006/10/30	'601398	工商银行	3.29	3.32	3.25	3.27	3.28	0.01	0.3049	351921002
2006/10/31	'601398	工商银行	3.3	3.33	3.28	3.28	3.29	0.01	0.304	230126187
2006/11/1	'601398	工商银行	3.3	3.31	3.28	3.3	3.3	0	0	132892401
2006/11/2	'601398	工商银行	3.28	3.3	3.25	3.3	3.3	-0.02	-0.6061	175155427
2006/11/3	'601398	工商银行	3.36	3.37	3.27	3.27	3.28	0.08	2.439	400016130
2006/11/6	'601398	工商银行	3.38	3.38	3.32	3.33	3.36	0.02	0.5952	209993801
2006/11/7	'601398	工商银行	3.4	3.43	3.37	3.38	3.38	0.02	0.5917	296792452
2006/11/8	'601398	工商银行	3.36	3.4	3.35	3.4	3.4	-0.04	-1.1765	151822699
2006/11/9	'601398	工商银行	3.4	3.4	3.35	3.36	3.36	0.04	1.1905	177948204
2006/11/10	'601398	工商银行	3.46	3.52	3.4	3.4	3.4	0.06	1.7647	759690218
2006/11/13	'601398	工商银行	3.52	3.59	3.44	3.45	3.46	0.06	1.7341	463375150
2006/11/14	'601398	工商银行	3.6	3.62	3.53	3.58	3.52	0.08	2.2727	431911750
2006/11/15	'601398	工商银行	3.65	3.65	3.6	3.61	3.6	0.05	1.3889	344605663
2006/11/16	'601398	工商银行	3.8	3.93	3.67	3.7	3.65	0.15	4.1096	687712580
2006/11/17	'601398	工商银行	3.8	3.85	3.74	3.79	3.8	0	0	314841698
2006/11/20	'601398	工商银行	3.92	3.92	3.8	3.8	3.8	0.12	3.1579	318049415
2006/11/21	'601398	工商银行	3.93	3.96	3.86	3.91	3.92	0.01	0.2551	233060114
2006/11/22	'601398	工商银行	3.9	3.95	3.81	3.91	3.93	-0.03	-0.7634	283457074
2006/11/23	'601398	工商银行	3.97	4.01	3.92	3.92	3.9	0.07	1.7949	302943550
2006/11/24	'601398	工商银行	3.92	3.94	3.86	3.92	3.97	-0.05	-1.2594	189227337
2006/11/27	'601398	工商银行	3.81	3.9	3.76	3.89	3.92	-0.11	-2.8061	300467637
2006/11/28	'601398	工商银行	3.75	3.81	3.71	3.78	3.81	-0.06	-1.5748	242436322
2006/11/29	'601398	工商银行	3.79	3.8	3.65	3.67	3.75	0.04	1.0667	244311148
2006/11/30	'601398	工商银行	3.81	3.83	3.77	3.8	3.79	0.02	0.5277	231829092
2006/12/1	'601398	工商银行	3.76	3.83	3.74	3.83	3.81	-0.05	-1.3123	274203442
2006/12/4	'601398	工商银行	3.91	3.97	3.72	3.76	3.76	0.15	3.9894	410693928
2006/12/5	'601398	工商银行	3.88	3.98	3.86	3.91	3.91	-0.03	-0.7673	266225582
2006/12/6	'601398	工商银行	3.84	3.91	3.76	3.88	3.88	-0.04	-1.0309	263484725
2006/12/7	'601398	工商银行	3.85	3.95	3.81	3.84	3.84	0.01	0.2604	336873997
2006/12/8	'601398	工商银行	3.87	3.97	3.81	3.83	3.85	0.02	0.5195	386868807
2006/12/11	'601398	工商银行	4.08	4.09	3.85	3.86	3.87	0.21	5.4264	458576445
2006/12/12	'601398	工商银行	4.31	4.33	4.08	4.1	4.08	0.23	5.6373	543092050
2006/12/13	'601398	工商银行	4.29	4.39	4.21	4.33	4.31	-0.02	-0.464	299058098
2006/12/14	'601398	工商银行	4.27	4.3	4.2	4.29	4.29	-0.02	-0.4662	184842589
2006/12/15	'601398	工商银行	4.32	4.34	4.26	4.29	4.27	0.05	1.171	173307488
2006/12/18	'601398	工商银行	4.56	4.57	4.29	4.32	4.32	0.24	5.5556	280665330
2006/12/19	'601398	工商银行	4.73	4.82	4.57	4.58	4.56	0.17	3.7281	334221447
2006/12/20	'601398	工商银行	4.69	4.75	4.61	4.69	4.73	-0.04	-0.8457	207182738
2006/12/21	'601398	工商银行	4.65	4.78	4.63	4.69	4.69	-0.04	-0.8529	195124148
2006/12/22	'601398	工商银行	4.74	4.78	4.6	4.63	4.65	0.09	1.9355	193603438
2006/12/25	'601398	工商银行	5.21	5.21	4.8	4.8	4.74	0.47	9.9156	441375154
2006/12/26	'601398	工商银行	5.51	5.69	5.17	5.21	5.21	0.3	5.7582	579603067
2006/12/27	'601398	工商银行	5.68	5.7	5.27	5.47	5.51	0.17	3.0853	402659574
2006/12/28	'601398	工商银行	5.85	6.04	5.6	5.67	5.68	0.17	2.993	516210384
2006/12/29	'601398	工商银行	6.2	6.36	5.82	5.9	5.85	0.35	5.9829	674291702
2007/1/4	'601398	工商银行	6.05	6.79	5.88	6.3	6.2	-0.15	-2.4194	967834954
2007/1/5	'601398	工商银行	5.45	5.87	5.45	5.87	6.05	-0.6	-9.9174	808749594
2007/1/8	'601398	工商银行	5.54	5.55	5.28	5.36	5.45	0.09	1.6514	644985062
2007/1/9	'601398	工商银行	5.78	5.79	5.42	5.54	5.54	0.24	4.3321	644456371
2007/1/10	'601398	工商银行	5.69	5.99	5.6	5.99	5.78	-0.09	-1.5571	782410090
2007/1/11	'601398	工商银行	5.51	5.66	5.43	5.66	5.69	-0.18	-3.1634	554847840
2007/1/12	'601398	工商银行	5.33	5.53	5.28	5.44	5.51	-0.18	-3.2668	424071763
2007/1/15	'601398	工商银行	5.57	5.58	5.29	5.32	5.33	0.24	4.5028	400715166
2007/1/16	'601398	工商银行	5.52	5.67	5.37	5.61	5.57	-0.05	-0.8977	429182673
2007/1/17	'601398	工商银行	5.44	5.65	5.41	5.53	5.52	-0.08	-1.4493	427397760
2007/1/18	'601398	工商银行	5.25	5.46	5.11	5.4	5.44	-0.19	-3.4926	477883239
2007/1/19	'601398	工商银行	5.31	5.33	5.2	5.25	5.25	0.06	1.1429	309055619
2007/1/22	'601398	工商银行	5.48	5.5	5.34	5.34	5.31	0.17	3.2015	379154999
2007/1/23	'601398	工商银行	5.63	5.65	5.36	5.54	5.48	0.15	2.7372	501221801
2007/1/24	'601398	工商银行	5.53	5.67	5.51	5.65	5.63	-0.1	-1.7762	354176544
2007/1/25	'601398	工商银行	5.28	5.45	5.25	5.45	5.53	-0.25	-4.5208	334956123
2007/1/26	'601398	工商银行	5.26	5.37	4.9	5.15	5.28	-0.02	-0.3788	418654653
2007/1/29	'601398	工商银行	5.32	5.38	5.11	5.18	5.26	0.06	1.1407	670128658
2007/1/30	'601398	工商银行	5.17	5.39	5.15	5.35	5.32	-0.15	-2.8195	423492130
2007/1/31	'601398	工商银行	5.01	5.28	4.99	5.17	5.17	-0.16	-3.0948	507815113
2007/2/1	'601398	工商银行	5	5.07	4.92	4.98	5.01	-0.01	-0.1996	249356089
2007/2/2	'601398	工商银行	4.82	5.06	4.8	5.03	5	-0.18	-3.6	360404402
2007/2/5	'601398	工商银行	4.69	4.85	4.68	4.8	4.82	-0.13	-2.6971	240420240
2007/2/6	'601398	工商银行	4.89	4.9	4.56	4.71	4.69	0.2	4.2644	493833988
2007/2/7	'601398	工商银行	4.89	4.96	4.84	4.91	4.89	0	0	469095591
2007/2/8	'601398	工商银行	4.84	4.91	4.79	4.9	4.89	-0.05	-1.0225	231885906
2007/2/9	'601398	工商银行	4.79	4.84	4.74	4.83	4.84	-0.05	-1.0331	192423912
2007/2/12	'601398	工商银行	4.93	4.93	4.78	4.79	4.79	0.14	2.9228	210599752
2007/2/13	'601398	工商银行	4.91	4.98	4.88	4.94	4.93	-0.02	-0.4057	239474109
2007/2/14	'601398	工商银行	5.04	5.08	4.86	4.9	4.91	0.13	2.6477	299094780
2007/2/15	'601398	工商银行	5.17	5.19	5.07	5.07	5.04	0.13	2.5794	337329183
2007/2/16	'601398	工商银行	5.14	5.23	5.11	5.21	5.17	-0.03	-0.5803	285213515
2007/2/26	'601398	工商银行	5.1	5.13	4.99	5.1	5.14	-0.04	-0.7782	372495517
2007/2/27	'601398	工商银行	4.69	5.1	4.64	5.1	5.1	-0.41	-8.0392	424913647
2007/2/28	'601398	工商银行	4.9	4.93	4.66	4.69	4.69	0.21	4.4776	295281167
2007/3/1	'601398	工商银行	4.75	4.86	4.7	4.8	4.9	-0.15	-3.0612	276189308
2007/3/2	'601398	工商银行	4.8	4.84	4.71	4.75	4.75	0.05	1.0526	178987594
2007/3/5	'601398	工商银行	4.69	4.83	4.64	4.79	4.8	-0.11	-2.2917	248823553
2007/3/6	'601398	工商银行	4.88	4.96	4.65	4.68	4.69	0.19	4.0512	331717963
2007/3/7	'601398	工商银行	4.91	4.96	4.88	4.89	4.88	0.03	0.6148	265019310
2007/3/8	'601398	工商银行	4.92	4.94	4.85	4.91	4.91	0.01	0.2037	168915216
2007/3/9	'601398	工商银行	5.05	5.09	4.92	4.94	4.92	0.13	2.6423	429776506
2007/3/12	'601398	工商银行	5.11	5.16	5.06	5.1	5.05	0.06	1.1881	323012294
2007/3/13	'601398	工商银行	5.04	5.11	4.99	5.1	5.11	-0.07	-1.3699	273393795
2007/3/14	'601398	工商银行	4.92	4.98	4.9	4.98	5.04	-0.12	-2.381	233738711
2007/3/15	'601398	工商银行	4.95	5.02	4.91	4.91	4.92	0.03	0.6098	172562551
2007/3/16	'601398	工商银行	4.95	5.07	4.9	4.97	4.95	0	0	309942531
2007/3/19	'601398	工商银行	5.18	5.27	4.85	4.88	4.95	0.23	4.6465	603477485
2007/3/20	'601398	工商银行	5.16	5.22	5.11	5.19	5.18	-0.02	-0.3861	241745004
2007/3/21	'601398	工商银行	0	0	0	0	5.16	None	None	0
2007/3/22	'601398	工商银行	5.19	5.25	5.14	5.22	5.16	0.03	0.5814	366076249
2007/3/23	'601398	工商银行	5.15	5.19	5.04	5.19	5.19	-0.04	-0.7707	253250014
2007/3/26	'601398	工商银行	5.19	5.21	5.1	5.14	5.15	0.04	0.7767	281909566
2007/3/27	'601398	工商银行	5.16	5.19	5.12	5.18	5.19	-0.03	-0.578	247263052
2007/3/28	'601398	工商银行	5.3	5.32	5.11	5.15	5.16	0.14	2.7132	662173916
2007/3/29	'601398	工商银行	5.59	5.82	5.3	5.32	5.3	0.29	5.4717	1016163015
2007/3/30	'601398	工商银行	5.49	5.6	5.45	5.54	5.59	-0.1	-1.7889	380298863
2007/4/2	'601398	工商银行	5.59	5.66	5.51	5.51	5.49	0.1	1.8215	322933572
2007/4/3	'601398	工商银行	5.62	5.63	5.53	5.61	5.59	0.03	0.5367	298932112
2007/4/4	'601398	工商银行	5.53	5.65	5.5	5.63	5.62	-0.09	-1.6014	316655771
2007/4/5	'601398	工商银行	5.55	5.57	5.4	5.5	5.53	0.02	0.3617	427800224
2007/4/6	'601398	工商银行	5.45	5.52	5.42	5.46	5.55	-0.1	-1.8018	311855662
2007/4/9	'601398	工商银行	5.48	5.52	5.37	5.45	5.45	0.03	0.5505	432905393
2007/4/10	'601398	工商银行	5.58	5.58	5.42	5.48	5.48	0.1	1.8248	573743562
2007/4/11	'601398	工商银行	5.59	5.64	5.52	5.58	5.58	0.01	0.1792	451336530
2007/4/12	'601398	工商银行	5.56	5.64	5.54	5.6	5.59	-0.03	-0.5367	390973486
2007/4/13	'601398	工商银行	5.45	5.58	5.45	5.57	5.56	-0.11	-1.9784	398201568
2007/4/16	'601398	工商银行	5.52	5.55	5.4	5.44	5.45	0.07	1.2844	406288037
2007/4/17	'601398	工商银行	5.48	5.58	5.38	5.53	5.52	-0.04	-0.7246	427240151
2007/4/18	'601398	工商银行	5.43	5.46	5.36	5.46	5.48	-0.05	-0.9124	487436351
2007/4/19	'601398	工商银行	5.22	5.51	5.11	5.44	5.43	-0.21	-3.8674	549341091
2007/4/20	'601398	工商银行	5.32	5.35	5.22	5.22	5.22	0.1	1.9157	350662568
2007/4/23	'601398	工商银行	5.43	5.45	5.26	5.32	5.32	0.11	2.0677	559577137
2007/4/24	'601398	工商银行	5.39	5.48	5.35	5.45	5.43	-0.04	-0.7366	459986161
2007/4/25	'601398	工商银行	5.53	5.61	5.32	5.38	5.39	0.14	2.5974	726100936
2007/4/26	'601398	工商银行	5.53	5.66	5.48	5.62	5.53	0	0	515702519
2007/4/27	'601398	工商银行	5.41	5.57	5.4	5.55	5.53	-0.12	-2.17	429371208
2007/4/30	'601398	工商银行	5.42	5.49	5.36	5.38	5.41	0.01	0.1848	382064407
2007/5/8	'601398	工商银行	5.48	5.54	5.43	5.52	5.42	0.06	1.107	484761643
2007/5/9	'601398	工商银行	5.78	5.94	5.46	5.5	5.48	0.3	5.4745	1213637382
2007/5/10	'601398	工商银行	5.77	5.87	5.71	5.82	5.78	-0.01	-0.173	716819683
2007/5/11	'601398	工商银行	5.71	5.74	5.61	5.72	5.77	-0.06	-1.0399	483402817
2007/5/14	'601398	工商银行	5.75	5.79	5.62	5.65	5.71	0.04	0.7005	449555336
2007/5/15	'601398	工商银行	5.51	5.79	5.49	5.76	5.75	-0.24	-4.1739	522961779
2007/5/16	'601398	工商银行	5.54	5.58	5.44	5.51	5.51	0.03	0.5445	329372236
2007/5/17	'601398	工商银行	5.56	5.59	5.5	5.55	5.54	0.02	0.361	381648830
2007/5/18	'601398	工商银行	5.49	5.55	5.46	5.55	5.56	-0.07	-1.259	338941081
2007/5/21	'601398	工商银行	5.45	5.47	5.31	5.32	5.49	-0.04	-0.7286	388372162
2007/5/22	'601398	工商银行	5.48	5.52	5.41	5.45	5.45	0.03	0.5505	402029718
2007/5/23	'601398	工商银行	5.52	5.53	5.43	5.5	5.48	0.04	0.7299	420857635
2007/5/24	'601398	工商银行	5.56	5.68	5.5	5.54	5.52	0.04	0.7246	575702112
2007/5/25	'601398	工商银行	5.49	5.55	5.46	5.53	5.56	-0.07	-1.259	400441852
2007/5/28	'601398	工商银行	5.53	5.58	5.48	5.51	5.49	0.04	0.7286	447428514
2007/5/29	'601398	工商银行	5.59	5.64	5.51	5.55	5.53	0.06	1.085	515733510
2007/5/30	'601398	工商银行	5.32	5.53	5.22	5.36	5.59	-0.27	-4.8301	687928864
2007/5/31	'601398	工商银行	5.48	5.63	5.17	5.34	5.32	0.16	3.0075	684299712
2007/6/1	'601398	工商银行	5.43	5.64	5.41	5.49	5.48	-0.05	-0.9124	556144840
2007/6/4	'601398	工商银行	4.99	5.42	4.95	5.41	5.43	-0.44	-8.1031	533738683
2007/6/5	'601398	工商银行	5.08	5.15	4.72	4.97	4.99	0.09	1.8036	408971384
2007/6/6	'601398	工商银行	5.04	5.1	4.99	5.09	5.08	-0.04	-0.7874	257772162
2007/6/7	'601398	工商银行	5.07	5.07	5	5.03	5.04	0.03	0.5952	286689928
2007/6/8	'601398	工商银行	5.02	5.07	4.99	5.07	5.07	-0.05	-0.9862	257747822
2007/6/11	'601398	工商银行	5.06	5.08	4.99	5.02	5.02	0.04	0.7968	237023742
2007/6/12	'601398	工商银行	0	0	0	0	5.06	None	None	0
2007/6/13	'601398	工商银行	5.28	5.32	5.1	5.11	5.06	0.22	4.3478	526798301
2007/6/14	'601398	工商银行	5.13	5.26	5.12	5.26	5.28	-0.15	-2.8409	243979501
2007/6/15	'601398	工商银行	5.15	5.22	5.06	5.11	5.13	0.02	0.3899	212114730
2007/6/18	'601398	工商银行	5.24	5.3	5.18	5.2	5.15	0.09	1.7476	337063093
2007/6/19	'601398	工商银行	5.24	5.38	5.17	5.2	5.24	0	0	269834922
2007/6/20	'601398	工商银行	5.11	5.26	5.1	5.22	5.24	-0.13	-2.4809	239209967
2007/6/21	'601398	XD工商银	5.15	5.19	5	5.1	5.09	0.06	1.1788	196501598
2007/6/22	'601398	工商银行	5.04	5.2	5	5.14	5.15	-0.11	-2.1359	235773372
2007/6/25	'601398	工商银行	4.96	5.14	4.94	5.06	5.04	-0.08	-1.5873	209230540
2007/6/26	'601398	工商银行	4.99	5.02	4.88	4.9	4.96	0.03	0.6048	163163472
2007/6/27	'601398	工商银行	5.1	5.13	4.94	5	4.99	0.11	2.2044	251313062
2007/6/28	'601398	工商银行	5.03	5.26	5.01	5.12	5.1	-0.07	-1.3725	301673337
2007/6/29	'601398	工商银行	5.01	5.12	4.91	4.95	5.03	-0.02	-0.3976	225323173
2007/7/2	'601398	工商银行	5.06	5.08	4.95	5.02	5.01	0.05	0.998	141741454
2007/7/3	'601398	工商银行	5.2	5.22	5.08	5.08	5.06	0.14	2.7668	359928323
2007/7/4	'601398	工商银行	5.14	5.3	5.12	5.21	5.2	-0.06	-1.1538	222879241
2007/7/5	'601398	工商银行	4.98	5.16	4.97	5.11	5.14	-0.16	-3.1128	156626261
2007/7/6	'601398	工商银行	5.16	5.17	4.97	4.98	4.98	0.18	3.6145	174773827
2007/7/9	'601398	工商银行	5.27	5.32	5.14	5.18	5.16	0.11	2.1318	401041075
2007/7/10	'601398	工商银行	5.36	5.49	5.33	5.33	5.27	0.09	1.7078	451588115
2007/7/11	'601398	工商银行	5.4	5.49	5.35	5.41	5.36	0.04	0.7463	176689159
2007/7/12	'601398	工商银行	5.39	5.45	5.33	5.41	5.4	-0.01	-0.1852	120832429
2007/7/13	'601398	工商银行	5.37	5.43	5.33	5.39	5.39	-0.02	-0.3711	84888193
2007/7/16	'601398	工商银行	5.27	5.44	5.26	5.41	5.37	-0.1	-1.8622	98489375
2007/7/17	'601398	工商银行	5.4	5.42	5.18	5.27	5.27	0.13	2.4668	159931578
2007/7/18	'601398	工商银行	5.41	5.49	5.31	5.35	5.4	0.01	0.1852	263883354
2007/7/19	'601398	工商银行	5.43	5.53	5.4	5.41	5.41	0.02	0.3697	174995634
2007/7/20	'601398	工商银行	5.6	5.65	5.44	5.45	5.43	0.17	3.1308	414944446
2007/7/23	'601398	工商银行	5.75	5.91	5.72	5.72	5.6	0.15	2.6786	572887865
2007/7/24	'601398	工商银行	5.69	5.83	5.67	5.76	5.75	-0.06	-1.0435	324067894
2007/7/25	'601398	工商银行	5.84	5.85	5.66	5.67	5.69	0.15	2.6362	266417905
2007/7/26	'601398	工商银行	5.77	5.88	5.71	5.84	5.84	-0.07	-1.1986	251446738
2007/7/27	'601398	工商银行	5.67	5.74	5.63	5.69	5.77	-0.1	-1.7331	285230257
2007/7/30	'601398	工商银行	5.73	5.75	5.63	5.65	5.67	0.06	1.0582	275464048
2007/7/31	'601398	工商银行	5.74	5.81	5.68	5.7	5.73	0.01	0.1745	253205558
2007/8/1	'601398	工商银行	5.53	5.77	5.5	5.75	5.74	-0.21	-3.6585	294609408
2007/8/2	'601398	工商银行	5.58	5.66	5.45	5.53	5.53	0.05	0.9042	198202093
2007/8/3	'601398	工商银行	5.82	5.84	5.58	5.59	5.58	0.24	4.3011	557861807
2007/8/6	'601398	工商银行	5.8	5.92	5.73	5.88	5.82	-0.02	-0.3436	301612544
2007/8/7	'601398	工商银行	5.8	5.84	5.71	5.81	5.8	0	0	279634760
2007/8/8	'601398	工商银行	6.37	6.38	5.81	5.81	5.8	0.57	9.8276	1375365533
2007/8/9	'601398	工商银行	6.54	6.62	6.31	6.38	6.37	0.17	2.6688	796375200
2007/8/10	'601398	工商银行	6.69	6.79	6.39	6.48	6.54	0.15	2.2936	510828065
2007/8/13	'601398	工商银行	7.1	7.22	6.75	6.79	6.69	0.41	6.1286	597967470
2007/8/14	'601398	工商银行	7.05	7.12	6.87	7.04	7.1	-0.05	-0.7042	330949913
2007/8/15	'601398	工商银行	7.09	7.25	6.92	7	7.05	0.04	0.5674	370565634
2007/8/16	'601398	工商银行	6.77	7.08	6.66	7.08	7.09	-0.32	-4.5134	386017261
2007/8/17	'601398	工商银行	6.46	6.77	6.43	6.69	6.77	-0.31	-4.579	596741459
2007/8/20	'601398	工商银行	7.09	7.11	6.65	6.68	6.46	0.63	9.7523	527465139
2007/8/21	'601398	工商银行	7.04	7.14	6.99	7.1	7.09	-0.05	-0.7052	385694096
2007/8/22	'601398	工商银行	6.92	7.03	6.85	6.85	7.04	-0.12	-1.7045	363603036
2007/8/23	'601398	工商银行	6.95	7.13	6.91	6.95	6.92	0.03	0.4335	277393399
2007/8/24	'601398	工商银行	6.99	7.14	6.89	7.06	6.95	0.04	0.5755	369236187
2007/8/27	'601398	工商银行	7.06	7.15	6.92	7.01	6.99	0.07	1.0014	337545523
2007/8/28	'601398	工商银行	6.89	7	6.74	7	7.06	-0.17	-2.4079	348529179
2007/8/29	'601398	工商银行	6.71	6.94	6.65	6.79	6.89	-0.18	-2.6125	252771483
2007/8/30	'601398	工商银行	6.8	6.89	6.73	6.85	6.71	0.09	1.3413	159731959
2007/8/31	'601398	工商银行	6.84	6.9	6.77	6.9	6.8	0.04	0.5882	216482495
2007/9/3	'601398	工商银行	6.91	7.03	6.8	6.87	6.84	0.07	1.0234	331735783
2007/9/4	'601398	工商银行	6.87	6.93	6.74	6.91	6.91	-0.04	-0.5789	323659689
2007/9/5	'601398	工商银行	6.8	6.95	6.73	6.87	6.87	-0.07	-1.0189	238484732
2007/9/6	'601398	工商银行	6.95	6.95	6.75	6.85	6.8	0.15	2.2059	331928319
2007/9/7	'601398	工商银行	6.81	7.12	6.79	7	6.95	-0.14	-2.0144	428138589
2007/9/10	'601398	工商银行	6.8	6.81	6.6	6.7	6.81	-0.01	-0.1468	300633771
2007/9/11	'601398	工商银行	6.42	6.86	6.39	6.76	6.8	-0.38	-5.5882	338830576
2007/9/12	'601398	工商银行	6.39	6.5	6.25	6.4	6.42	-0.03	-0.4673	241820667
2007/9/13	'601398	工商银行	6.46	6.59	6.41	6.41	6.39	0.07	1.0955	237531637
2007/9/14	'601398	工商银行	6.49	6.54	6.38	6.5	6.46	0.03	0.4644	165063216
2007/9/17	'601398	工商银行	6.54	6.64	6.47	6.49	6.49	0.05	0.7704	203160159
2007/9/18	'601398	工商银行	6.53	6.59	6.37	6.54	6.54	-0.01	-0.1529	194579646
2007/9/19	'601398	工商银行	6.48	6.64	6.43	6.55	6.53	-0.05	-0.7657	160071468
2007/9/20	'601398	工商银行	6.58	6.65	6.48	6.55	6.48	0.1	1.5432	230036766
2007/9/21	'601398	工商银行	6.69	6.74	6.59	6.6	6.58	0.11	1.6717	255638738
2007/9/24	'601398	工商银行	6.69	6.76	6.63	6.72	6.69	0	0	182333913
2007/9/25	'601398	工商银行	6.49	6.76	6.39	6.73	6.69	-0.2	-2.9895	191207296
2007/9/26	'601398	工商银行	6.37	6.55	6.34	6.5	6.49	-0.12	-1.849	145507202
2007/9/27	'601398	工商银行	6.58	6.59	6.31	6.35	6.37	0.21	3.2967	148383009
2007/9/28	'601398	工商银行	6.61	6.7	6.58	6.63	6.58	0.03	0.4559	190864368
2007/10/8	'601398	工商银行	7.27	7.27	6.81	6.91	6.61	0.66	9.9849	975824823
2007/10/9	'601398	工商银行	7.29	7.51	7.22	7.3	7.27	0.02	0.2751	596085800
2007/10/10	'601398	工商银行	7.59	7.87	7.32	7.32	7.29	0.3	4.1152	524572616
2007/10/11	'601398	工商银行	7.79	8.02	7.66	7.75	7.59	0.2	2.635	350476764
2007/10/12	'601398	工商银行	7.65	7.86	7.34	7.8	7.79	-0.14	-1.7972	332506166
2007/10/15	'601398	工商银行	7.86	7.93	7.46	7.65	7.65	0.21	2.7451	276746611
2007/10/16	'601398	工商银行	8.15	8.45	7.86	7.91	7.86	0.29	3.6896	414132368
2007/10/17	'601398	工商银行	7.96	8.09	7.86	8.03	8.15	-0.19	-2.3313	186023258
2007/10/18	'601398	工商银行	7.64	8.03	7.59	7.91	7.96	-0.32	-4.0201	229315215
2007/10/19	'601398	工商银行	7.61	7.8	7.58	7.71	7.64	-0.03	-0.3927	163860464
2007/10/22	'601398	工商银行	7.45	7.7	7.31	7.49	7.61	-0.16	-2.1025	129533262
2007/10/23	'601398	工商银行	7.86	7.91	7.41	7.41	7.45	0.41	5.5034	234203696
2007/10/24	'601398	工商银行	7.95	8.18	7.87	7.91	7.86	0.09	1.145	262515040
2007/10/25	'601398	工商银行	7.62	8.04	7.46	7.85	7.95	-0.33	-4.1509	252115929
2007/10/26	'601398	工商银行	0	0	0	0	7.62	None	None	0
2007/10/29	'601398	工商银行	8.17	8.35	7.98	8.01	7.62	0.55	7.2178	303866545
2007/10/30	'601398	工商银行	8.73	8.77	8.06	8.25	8.17	0.56	6.8543	332667885
2007/10/31	'601398	工商银行	8.74	8.89	8.58	8.88	8.73	0.01	0.1145	296567889
2007/11/1	'601398	工商银行	8.84	9	8.6	8.73	8.74	0.1	1.1442	256415433
2007/11/2	'601398	工商银行	8.65	8.86	8.55	8.68	8.84	-0.19	-2.1493	257433623
2007/11/5	'601398	工商银行	8.29	8.7	8.26	8.59	8.65	-0.36	-4.1618	197734659
2007/11/6	'601398	工商银行	8.16	8.35	8.12	8.25	8.29	-0.13	-1.5682	195897316
2007/11/7	'601398	工商银行	8.55	8.56	8.16	8.2	8.16	0.39	4.7794	212564009
2007/11/8	'601398	工商银行	8.26	8.49	8.24	8.41	8.55	-0.29	-3.3918	235440836
2007/11/9	'601398	工商银行	8.35	8.5	8.08	8.1	8.26	0.09	1.0896	213383690
2007/11/12	'601398	工商银行	8.17	8.38	7.86	8.19	8.35	-0.18	-2.1557	199306791
2007/11/13	'601398	工商银行	8	8.34	7.88	8.26	8.17	-0.17	-2.0808	184010135
2007/11/14	'601398	工商银行	8.35	8.36	8	8.13	8	0.35	4.375	165735406
2007/11/15	'601398	工商银行	8.36	8.5	8.16	8.29	8.35	0.01	0.1198	180303421
2007/11/16	'601398	工商银行	8.24	8.33	8.13	8.23	8.36	-0.12	-1.4354	106450075
2007/11/19	'601398	工商银行	8.12	8.29	8.03	8.29	8.24	-0.12	-1.4563	100835460
2007/11/20	'601398	工商银行	8.16	8.27	7.85	8.05	8.12	0.04	0.4926	177697862
2007/11/21	'601398	工商银行	7.95	8.19	7.94	8.17	8.16	-0.21	-2.5735	118876122
2007/11/22	'601398	工商银行	7.76	7.9	7.7	7.83	7.95	-0.19	-2.3899	105503231
2007/11/23	'601398	工商银行	7.9	7.95	7.65	7.72	7.76	0.14	1.8041	99959077
2007/11/26	'601398	工商银行	7.79	8.05	7.77	7.98	7.9	-0.11	-1.3924	92137930
2007/11/27	'601398	工商银行	7.71	7.84	7.66	7.74	7.79	-0.08	-1.027	57625475
2007/11/28	'601398	工商银行	7.54	7.76	7.5	7.7	7.71	-0.17	-2.2049	116498088
2007/11/29	'601398	工商银行	8.02	8.08	7.61	7.61	7.54	0.48	6.366	199263573
2007/11/30	'601398	工商银行	7.99	8.14	7.93	8.03	8.02	-0.03	-0.3741	134747583
2007/12/3	'601398	工商银行	8.08	8.18	7.81	7.99	7.99	0.09	1.1264	111312052
2007/12/4	'601398	工商银行	8.15	8.29	8.06	8.1	8.08	0.07	0.8663	139208513
2007/12/5	'601398	工商银行	8.39	8.42	8.13	8.18	8.15	0.24	2.9448	154119582
2007/12/6	'601398	工商银行	8.34	8.43	8.28	8.4	8.39	-0.05	-0.5959	83364905
2007/12/7	'601398	工商银行	8.36	8.39	8.23	8.35	8.34	0.02	0.2398	93407852
2007/12/10	'601398	工商银行	8.32	8.33	8.11	8.15	8.36	-0.04	-0.4785	160833696
2007/12/11	'601398	工商银行	8.21	8.37	8.08	8.33	8.32	-0.11	-1.3221	151448951
2007/12/12	'601398	工商银行	8.1	8.23	7.9	8.19	8.21	-0.11	-1.3398	186397828
2007/12/13	'601398	工商银行	0	0	0	0	8.1	None	None	0
2007/12/14	'601398	工商银行	7.99	8	7.74	7.85	8.1	-0.11	-1.358	147151724
2007/12/17	'601398	工商银行	7.67	8	7.62	8	7.99	-0.32	-4.005	185745523
2007/12/18	'601398	工商银行	7.7	7.85	7.52	7.62	7.67	0.03	0.3911	109473417
2007/12/19	'601398	工商银行	7.88	7.94	7.73	7.81	7.7	0.18	2.3377	103305409
2007/12/20	'601398	工商银行	7.89	7.95	7.75	7.94	7.88	0.01	0.1269	90267954
